"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.05.2015","2,9733","3,0163","3,0965","2,9733","","-1,37%"
"26.04.2015","3,0146","2,9516","3,0215","2,8827","","2,13%"
"19.04.2015","2,9517","3,0529","3,0584","2,9501","","-2,93%"
"12.04.2015","3,0409","3,0745","3,1286","2,9988","","-1,13%"
"05.04.2015","3,0756","3,1211","3,1489","3,0232","","-1,45%"
"29.03.2015","3,1210","3,2493","3,2885","3,1178","","-3,96%"
"22.03.2015","3,2496","3,2287","3,2500","3,0923","","0,63%"
"15.03.2015","3,2293","3,2493","3,3176","3,1898","","-0,61%"
"08.03.2015","3,2492","3,0615","3,2813","3,0590","","6,12%"
"01.03.2015","3,0617","2,8392","3,0732","2,8392","","7,84%"
"22.02.2015","2,8390","2,8680","2,9214","2,8267","","-1,01%"
"15.02.2015","2,8680","2,8343","2,8863","2,8284","","1,18%"
"08.02.2015","2,8346","2,7828","2,8834","2,7652","","1,87%"
"01.02.2015","2,7825","2,6824","2,7852","2,6660","","3,73%"
"25.01.2015","2,6824","2,5795","2,6930","2,5655","","3,98%"
"18.01.2015","2,5797","2,6216","2,6650","2,5502","","-1,58%"
"11.01.2015","2,6210","2,6305","2,6827","2,5945","","-0,35%"
"04.01.2015","2,6301","2,6933","2,7306","2,6263","","-2,38%"
"28.12.2014","2,6941","2,6685","2,7133","2,6411","","0,96%"
"21.12.2014","2,6685","2,6603","2,7101","2,6445","","0,33%"
"14.12.2014","2,6598","2,6546","2,7605","2,6398","","0,20%"
"07.12.2014","2,6545","2,5896","2,6780","2,5844","","2,51%"
"30.11.2014","2,5895","2,5654","2,6098","2,5433","","0,92%"
"23.11.2014","2,5659","2,5160","2,5829","2,4954","","2,01%"
"16.11.2014","2,5153","2,6006","2,6190","2,5082","","-3,32%"
"09.11.2014","2,6018","2,5593","2,6301","2,5320","","1,68%"
"02.11.2014","2,5587","2,4787","2,5897","2,4539","","3,24%"
"26.10.2014","2,4783","2,4737","2,5595","2,3932","","0,18%"
"19.10.2014","2,4739","2,4359","2,5186","2,4359","","1,57%"
"12.10.2014","2,4356","2,4294","2,5065","2,3799","","0,25%"
"05.10.2014","2,4295","2,4581","2,4581","2,3563","","-1,19%"
"28.09.2014","2,4588","2,4207","2,5079","2,4207","","1,60%"
"21.09.2014","2,4200","2,3677","2,4436","2,3628","","2,19%"
"14.09.2014","2,3682","2,3393","2,3860","2,3159","","1,24%"
"07.09.2014","2,3392","2,2438","2,3468","2,2396","","4,41%"
"31.08.2014","2,2405","2,2362","2,2571","2,2251","","0,20%"
"24.08.2014","2,2360","2,2775","2,2910","2,2331","","-1,84%"
"17.08.2014","2,2778","2,2599","2,2847","2,2468","","0,80%"
"10.08.2014","2,2598","2,2824","2,2885","2,2565","","-0,94%"
"03.08.2014","2,2812","2,2603","2,3081","2,2479","","1,05%"
"27.07.2014","2,2574","2,2297","2,2849","2,2215","","1,27%"
"20.07.2014","2,2290","2,2250","2,2333","2,2065","","0,16%"
"13.07.2014","2,2255","2,2215","2,2612","2,2099","","0,21%"
"06.07.2014","2,2208","2,2134","2,2287","2,2075","","0,34%"
"29.06.2014","2,2132","2,1936","2,2451","2,1936","","0,88%"
"22.06.2014","2,1940","2,2298","2,2351","2,1869","","-1,59%"
"15.06.2014","2,2295","2,2238","2,2646","2,2230","","0,24%"
"08.06.2014","2,2241","2,2449","2,2460","2,2212","","-1,04%"
"01.06.2014","2,2475","2,2415","2,2921","2,2390","","0,30%"
"25.05.2014","2,2408","2,2219","2,2474","2,2157","","0,78%"
"18.05.2014","2,2235","2,2159","2,2266","2,2003","","0,40%"
"11.05.2014","2,2146","2,2180","2,2285","2,2010","","0,08%"
"04.05.2014","2,2128","2,2299","2,2493","2,1995","","-0,32%"
"27.04.2014","2,2200","2,2421","2,2583","2,2054","","-1,09%"
"20.04.2014","2,2445","2,2370","2,2507","2,2118","","0,33%"
"13.04.2014","2,2372","2,2172","2,2555","2,2055","","0,85%"
"06.04.2014","2,2184","2,2372","2,2496","2,1820","","-0,79%"
"30.03.2014","2,2360","2,2636","2,2889","2,2348","","-1,14%"
"23.03.2014","2,2618","2,3241","2,3348","2,2484","","-2,70%"
"16.03.2014","2,3246","2,3476","2,3604","2,3156","","-0,93%"
"09.03.2014","2,3465","2,3457","2,3766","2,3263","","0,25%"
"02.03.2014","2,3406","2,3384","2,3498","2,2992","","0,09%"
"23.02.2014","2,3384","2,3468","2,3571","2,3178","","-0,31%"
"16.02.2014","2,3456","2,3853","2,4124","2,3417","","-1,82%"
"09.02.2014","2,3891","2,3810","2,4339","2,3788","","0,37%"
"02.02.2014","2,3802","2,4127","2,4405","2,3695","","-1,35%"
"26.01.2014","2,4127","2,4005","2,4506","2,3900","","0,60%"
"19.01.2014","2,3982","2,3425","2,4328","2,3275","","2,37%"
"12.01.2014","2,3426","2,3608","2,3777","2,3383","","-0,67%"
"05.01.2014","2,3584","2,3810","2,4036","2,3547","","-0,76%"
"29.12.2013","2,3765","2,3387","2,4097","2,3259","","1,63%"
"22.12.2013","2,3384","2,3876","2,3876","2,3347","","-2,06%"
"15.12.2013","2,3876","2,3318","2,3892","2,3087","","2,47%"
"08.12.2013","2,3300","2,3312","2,3515","2,3045","","0,14%"
"01.12.2013","2,3267","2,3373","2,3970","2,3217","","-0,39%"
"24.11.2013","2,3358","2,2813","2,3437","2,2768","","2,50%"
"17.11.2013","2,2788","2,3195","2,3196","2,2502","","-1,73%"
"10.11.2013","2,3190","2,3133","2,3486","2,3022","","0,21%"
"03.11.2013","2,3142","2,2521","2,3447","2,2369","","2,55%"
"27.10.2013","2,2567","2,1887","2,2631","2,1738","","3,15%"
"20.10.2013","2,1877","2,1692","2,2096","2,1646","","0,87%"
"13.10.2013","2,1689","2,1790","2,1943","2,1464","","-0,23%"
"06.10.2013","2,1740","2,2076","2,2214","2,1685","","-1,72%"
"29.09.2013","2,2120","2,2567","2,2601","2,1906","","-1,79%"
"22.09.2013","2,2523","2,2105","2,2652","2,1878","","1,90%"
"15.09.2013","2,2102","2,2495","2,2858","2,1795","","-3,07%"
"08.09.2013","2,2803","2,2988","2,3080","2,2600","","-1,14%"
"01.09.2013","2,3066","2,3822","2,4036","2,2800","","-3,34%"
"25.08.2013","2,3862","2,3487","2,4183","2,3203","","1,60%"
"18.08.2013","2,3486","2,3926","2,4553","2,3460","","-1,83%"
"11.08.2013","2,3925","2,2685","2,3981","2,2628","","5,32%"
"04.08.2013","2,2717","2,2885","2,3162","2,2633","","-0,70%"
"28.07.2013","2,2876","2,2525","2,3138","2,2525","","1,36%"
"21.07.2013","2,2568","2,2462","2,2648","2,2104","","0,45%"
"14.07.2013","2,2467","2,2693","2,2725","2,2063","","-0,91%"
"07.07.2013","2,2673","2,2523","2,2805","2,2443","","0,66%"
"30.06.2013","2,2525","2,2295","2,2733","2,2170","","0,91%"
"23.06.2013","2,2321","2,2454","2,2648","2,1751","","-0,44%"
"16.06.2013","2,2420","2,1488","2,2774","2,1431","","4,14%"
"09.06.2013","2,1528","2,1380","2,1669","2,1179","","0,97%"
"02.06.2013","2,1321","2,1445","2,1542","2,0849","","-0,48%"
"26.05.2013","2,1423","2,0517","2,1507","2,0473","","4,41%"
"19.05.2013","2,0518","2,0358","2,0564","2,0266","","0,81%"
"12.05.2013","2,0353","2,0177","2,0417","2,0027","","0,75%"
"05.05.2013","2,0201","2,0105","2,0294","1,9943","","0,55%"
"28.04.2013","2,0091","1,9997","2,0157","1,9903","","0,52%"
"21.04.2013","1,9988","2,0102","2,0298","1,9953","","-0,60%"
"14.04.2013","2,0108","1,9696","2,0226","1,9696","","2,10%"
"07.04.2013","1,9695","1,9886","1,9939","1,9634","","-0,83%"
"31.03.2013","1,9860","2,0186","2,0289","1,9856","","-1,89%"
"24.03.2013","2,0242","2,0101","2,0276","2,0032","","0,75%"
"17.03.2013","2,0091","1,9858","2,0194","1,9754","","1,38%"
"10.03.2013","1,9817","1,9480","1,9848","1,9412","","1,90%"
"03.03.2013","1,9447","1,9830","1,9878","1,9427","","-1,74%"
"24.02.2013","1,9792","1,9743","1,9938","1,9632","","0,33%"
"17.02.2013","1,9727","1,9683","1,9792","1,9528","","0,20%"
"10.02.2013","1,9688","1,9689","1,9733","1,9498","","-0,22%"
"03.02.2013","1,9732","1,9878","1,9975","1,9510","","-0,73%"
"27.01.2013","1,9878","2,0303","2,0366","1,9787","","-2,08%"
"20.01.2013","2,0300","2,0405","2,0511","2,0275","","-0,53%"
"13.01.2013","2,0408","2,0292","2,0460","2,0292","","0,37%"
"06.01.2013","2,0332","2,0343","2,0461","2,0202","","-0,07%"
"30.12.2012","2,0347","2,0478","2,0505","2,0320","","-0,63%"
